Faktor:3632 Corr:46.10
Pos	Time_ms	SampleAX_Out	SampleAX_Out_raw	SampleBX_Out	SampleBX_Out_raw	Encoderzähler Encoder0	Encoderzähler Encoder0_raw	Encoderzähler Encoder1	Encoderzähler Encoder1_raw
341	34.10	104.358	379029	0.000	0	-0.120	-437	-0.120	-437	
342	34.20	105.322	382530	0.000	0	-0.121	-439	-0.121	-439	
343	34.30	106.316	386140	0.000	0	-0.121	-440	-0.121	-440	
344	34.40	107.315	389769	0.000	0	-0.121	-441	-0.121	-441	
345	34.50	108.322	393424	0.000	0	-0.122	-442	-0.122	-442	
346	34.60	107.756	391369	0.000	0	-0.122	-444	-0.122	-444	
347	34.70	106.956	388465	0.000	0	-0.123	-445	-0.123	-445	
348	34.80	106.159	385570	0.000	0	-0.123	-446	-0.123	-446	
349	34.90	105.364	382681	0.000	0	-0.123	-447	-0.123	-447	
350	35.00	104.570	379798	0.000	0	-0.123	-448	-0.123	-448	
351	35.10	103.754	376836	0.000	0	-0.124	-450	-0.124	-450	
352	35.20	102.964	373967	0.000	0	-0.124	-451	-0.124	-451	
353	35.30	102.176	371102	0.000	0	-0.124	-452	-0.124	-452	
354	35.40	101.389	368245	0.000	0	-0.125	-453	-0.125	-453	
355	35.50	100.581	365311	0.000	0	-0.125	-455	-0.125	-455	
356	35.60	99.798	362465	0.000	0	-0.126	-456	-0.126	-456	
357	35.70	99.016	359627	0.000	0	-0.126	-457	-0.126	-457	
358	35.80	98.236	356794	0.000	0	-0.126	-458	-0.126	-458	
359	35.90	97.435	353883	0.000	0	-0.127	-460	-0.127	-460	
360	36.00	96.658	351061	0.000	0	-0.127	-461	-0.127	-461	
361	36.10	96.068	348919	0.000	0	-0.127	-462	-0.127	-462	
362	36.20	96.798	351569	0.000	0	-0.127	-463	-0.127	-463	
363	36.30	97.505	354139	0.000	0	-0.128	-465	-0.128	-465	
364	36.40	98.238	356799	0.000	0	-0.128	-466	-0.128	-466	
365	36.50	98.971	359463	0.000	0	-0.129	-467	-0.129	-467	
366	36.60	99.706	362133	0.000	0	-0.129	-468	-0.129	-468	
367	36.70	100.420	364724	0.000	0	-0.129	-470	-0.129	-470	
